run_accession	experiment_accession	sample_accession	study_accession	sample	series_id	library_strategy	platform	library_layout	pairedEnd	taxon_id	sample_name	experiment_title	experiment_name	sample_attribute	characteristics_ch1	sa_tissue	ch1_tissue	sa_antibody	ch1_antibody	sa_gene	ch1_gene	sa_treatment	ch1_treatment
SRR2084539	SRX1078876	SRS977133	SRP060227	GSM1727106	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	PAF1_WT_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727106	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: no shRNA || chip antibody: PAF1 (Abcam, ab137519)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: no shRNA || chip antibody: PAF1 (Abcam, ab137519)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	PAF1 (Abcam, ab137519)	PAF1 (Abcam, ab137519)	NA	NA	NA	NA
SRR2084540	SRX1078877	SRS977134	SRP060227	GSM1727107	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	Ser2P_shPAF1.1_HCT116_rep1_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727107	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #1 || chip antibody: Ser2 Phosphorylated Pol II (Millipore, 04-1571)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #1 || chip antibody: Ser2 Phosphorylated Pol II (Millipore, 04-1571)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Ser2 Phosphorylated Pol II (Millipore, 04-1571)	Ser2 Phosphorylated Pol II (Millipore, 04-1571)	NA	NA	NA	NA
SRR2084533	SRX1078875	SRS977135	SRP060227	GSM1727105	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shSCR_starve_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727105	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084534	SRX1078875	SRS977135	SRP060227	GSM1727105	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shSCR_starve_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727105	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084535	SRX1078875	SRS977135	SRP060227	GSM1727105	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shSCR_starve_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727105	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084536	SRX1078875	SRS977135	SRP060227	GSM1727105	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shSCR_starve_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727105	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084529	SRX1078874	SRS977136	SRP060227	GSM1727104	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shSCR_serum_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727104	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084530	SRX1078874	SRS977136	SRP060227	GSM1727104	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shSCR_serum_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727104	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084531	SRX1078874	SRS977136	SRP060227	GSM1727104	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shSCR_serum_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727104	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084532	SRX1078874	SRS977136	SRP060227	GSM1727104	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shSCR_serum_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727104	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084524	SRX1078872	SRS977137	SRP060227	GSM1727102	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shSCR_N20shBre1A_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727102	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084525	SRX1078872	SRS977137	SRP060227	GSM1727102	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shSCR_N20shBre1A_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727102	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084526	SRX1078873	SRS977138	SRP060227	GSM1727103	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shSCR_N20shPAF1.2_N20shPAF1.1rep2_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727103	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084527	SRX1078873	SRS977138	SRP060227	GSM1727103	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shSCR_N20shPAF1.2_N20shPAF1.1rep2_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727103	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084528	SRX1078873	SRS977138	SRP060227	GSM1727103	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shSCR_N20shPAF1.2_N20shPAF1.1rep2_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727103	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084511	SRX1078868	SRS977139	SRP060227	GSM1727098	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shPAF1.1_HCT116_rep2_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727098	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #1 || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #1 || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084512	SRX1078868	SRS977139	SRP060227	GSM1727098	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shPAF1.1_HCT116_rep2_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727098	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #1 || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #1 || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084513	SRX1078868	SRS977139	SRP060227	GSM1727098	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shPAF1.1_HCT116_rep2_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727098	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #1 || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #1 || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084514	SRX1078869	SRS977140	SRP060227	GSM1727099	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shPAF1.2_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727099	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #2 || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #2 || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084515	SRX1078869	SRS977140	SRP060227	GSM1727099	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shPAF1.2_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727099	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #2 || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #2 || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084516	SRX1078869	SRS977140	SRP060227	GSM1727099	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shPAF1.2_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727099	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #2 || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #2 || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084521	SRX1078871	SRS977141	SRP060227	GSM1727101	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shSCR_HCT116_rep1_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727101	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084522	SRX1078871	SRS977141	SRP060227	GSM1727101	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shSCR_HCT116_rep1_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727101	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084523	SRX1078871	SRS977141	SRP060227	GSM1727101	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shSCR_HCT116_rep1_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727101	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084517	SRX1078870	SRS977142	SRP060227	GSM1727100	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shSCR_DMSO_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727100	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084518	SRX1078870	SRS977142	SRP060227	GSM1727100	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shSCR_DMSO_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727100	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084519	SRX1078870	SRS977142	SRP060227	GSM1727100	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shSCR_DMSO_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727100	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084520	SRX1078870	SRS977142	SRP060227	GSM1727100	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shSCR_DMSO_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727100	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: Scramble shRNA || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084508	SRX1078867	SRS977195	SRP060227	GSM1727097	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shPAF1.1_HCT116_rep1_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727097	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #1 || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #1 || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084509	SRX1078867	SRS977195	SRP060227	GSM1727097	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shPAF1.1_HCT116_rep1_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727097	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #1 || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #1 || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084510	SRX1078867	SRS977195	SRP060227	GSM1727097	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shPAF1.1_HCT116_rep1_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727097	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #1 || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #1 || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084504	SRX1078866	SRS977196	SRP060227	GSM1727096	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shPAF1.1_FP_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727096	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #1 || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #1 || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084505	SRX1078866	SRS977196	SRP060227	GSM1727096	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shPAF1.1_FP_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727096	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #1 || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #1 || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084506	SRX1078866	SRS977196	SRP060227	GSM1727096	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shPAF1.1_FP_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727096	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #1 || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #1 || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084507	SRX1078866	SRS977196	SRP060227	GSM1727096	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shPAF1.1_FP_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727096	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #1 || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #1 || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084500	SRX1078865	SRS977211	SRP060227	GSM1727095	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shPAF1.1_DMSO_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727095	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #1 || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #1 || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084501	SRX1078865	SRS977211	SRP060227	GSM1727095	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shPAF1.1_DMSO_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727095	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #1 || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #1 || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084502	SRX1078865	SRS977211	SRP060227	GSM1727095	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shPAF1.1_DMSO_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727095	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #1 || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #1 || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
SRR2084503	SRX1078865	SRS977211	SRP060227	GSM1727095	GSE70408	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	N20_shPAF1.1_DMSO_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq	GSM1727095	source_name: HCT116 || cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #1 || chip antibody: Pol II (Santa Cruz, sc-899)	cell type: colorectal cancer cell line || cell line: HCT116 || shRNA: PAF1 shRNA #1 || chip antibody: Pol II (Santa Cruz, sc-899)	HCT116 -;- colorectal cancer cell line	colorectal cancer cell line -;- HCT116	Pol II (Santa Cruz, sc-899)	Pol II (Santa Cruz, sc-899)	NA	NA	NA	NA
