ID	fileName	fileNamePE	experiment	tissue	condition	replicate	lane	merge	input	pairedEnd	macsGroup	phredScore	adapter	trimQuality	adapterPE	trimQualityPE
SRR502378			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_TBP_IgG-mus		1	SRX150574	NA	false						
SRR502379			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_TBP_IgG-mus		2	SRX150574	NA	false						
SRR502380			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_TAL1_(SC-12984)_IgG-mus		2	SRX150575	NA	false						
SRR502381			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_TAL1_(SC-12984)_IgG-mus		1	SRX150575	NA	false						
SRR502382			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_Mxi1_(AF4185)_IgG-rab		1	SRX150576	NA	false						
SRR502383			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_Mxi1_(AF4185)_IgG-rab		2	SRX150576	NA	false						
SRR502384			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Stanford_ChipSeq_HeLa-S3_Mxi1_(AF4185)_IgG-rab		1	SRX150577	NA	false						
SRR502385			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Stanford_ChipSeq_HeLa-S3_Mxi1_(AF4185)_IgG-rab		2	SRX150577	NA	false						
SRR502386			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_CEBPB_IgG-rab		2	SRX150578	NA	false						
SRR502387			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_CEBPB_IgG-rab		1	SRX150578	NA	false						
SRR502388			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Stanford_ChipSeq_HeLa-S3_p300_(SC-584)_IgG-rab		2	SRX150579	NA	false						
SRR502389			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Stanford_ChipSeq_HeLa-S3_p300_(SC-584)_IgG-rab		1	SRX150579	NA	false						
SRR502390			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_GTF2F1_(AB28179)_IgG-rab		2	SRX150580	NA	false						
SRR502391			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_GTF2F1_(AB28179)_IgG-rab		1	SRX150580	NA	false						
SRR502392			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_CHD2_(AB68301)_IgG-rab		2	SRX150581	NA	false						
SRR502393			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_CHD2_(AB68301)_IgG-rab		1	SRX150581	NA	false						
SRR502394			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	USC_ChipSeq_K562_ZNF274_(M01)_UCDavis		1	SRX150582	NA	false						
SRR502395			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	USC_ChipSeq_K562_ZNF274_(M01)_UCDavis		2	SRX150582	NA	false						
SRR502396			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_IFNa6h_IRF1_std		1	SRX150583	NA	false						
SRR502397			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_IFNa6h_IRF1_std		2	SRX150583	NA	false						
SRR502398			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_IFNg30_IRF1_std		1	SRX150584	NA	false						
SRR502399			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_IFNg30_IRF1_std		2	SRX150584	NA	false						
SRR502400			SRP007993	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	Harvard_ChipSeq_GM12878_NF-YA_IgG-mus		1	SRX150585	NA	false						
SRR502401			SRP007993	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	Harvard_ChipSeq_GM12878_NF-YA_IgG-mus		2	SRX150585	NA	false						
SRR502402			SRP007993	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	Harvard_ChipSeq_GM12878_NF-YB_IgG-mus		2	SRX150586	NA	false						
SRR502403			SRP007993	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	Harvard_ChipSeq_GM12878_NF-YB_IgG-mus		1	SRX150586	NA	false						
SRR502404			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Harvard_ChipSeq_HeLa-S3_NF-YA_IgG-rab		1	SRX150587	NA	false						
SRR502405			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Harvard_ChipSeq_HeLa-S3_NF-YA_IgG-rab		2	SRX150587	NA	false						
SRR502406			SRP007993	H1-hESC -;- embryonic stem cells -;- inner cell mass	Stanford_ChipSeq_H1-hESC_c-Myc_IgG-rab		2	SRX150588	NA	false						
SRR502407			SRP007993	H1-hESC -;- embryonic stem cells -;- inner cell mass	Stanford_ChipSeq_H1-hESC_c-Myc_IgG-rab		1	SRX150588	NA	false						
SRR502408			SRP007993	HUVEC -;- umbilical vein endothelial cells -;- mesoderm	Yale_ChipSeq_HUVEC_Input_std		2	SRX150589	input	false						
SRR502409			SRP007993	HUVEC -;- umbilical vein endothelial cells -;- mesoderm	Yale_ChipSeq_HUVEC_Input_std		1	SRX150589	input	false						
SRR502410			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Yale_ChipSeq_HeLa-S3_Brg1_IgG-mus		3	SRX150590	NA	false						
SRR502411			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Yale_ChipSeq_HeLa-S3_Brg1_IgG-mus		2	SRX150590	NA	false						
SRR502412			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Yale_ChipSeq_HeLa-S3_Brg1_IgG-mus		1	SRX150590	NA	false						
SRR502413			SRP007993	IMR90 -;- fetal lung fibroblasts, newly promoted to tier 2: not in 2011 analysis -;- endoderm	Stanford_ChipSeq_IMR90_Input_IgG-rab		2	SRX150591	input	false						
SRR502414			SRP007993	IMR90 -;- fetal lung fibroblasts, newly promoted to tier 2: not in 2011 analysis -;- endoderm	Stanford_ChipSeq_IMR90_Input_IgG-rab		1	SRX150591	input	false						
SRR502415			SRP007993	IMR90 -;- fetal lung fibroblasts, newly promoted to tier 2: not in 2011 analysis -;- endoderm	Stanford_ChipSeq_IMR90_Pol2_IgG-rab		1	SRX150592	NA	false						
SRR502416			SRP007993	IMR90 -;- fetal lung fibroblasts, newly promoted to tier 2: not in 2011 analysis -;- endoderm	Stanford_ChipSeq_IMR90_Pol2_IgG-rab		2	SRX150592	NA	false						
SRR502417			SRP007993	H1-hESC -;- embryonic stem cells -;- inner cell mass	Stanford_ChipSeq_H1-hESC_Znf143_(16618-1-AP)_IgG-rab		2	SRX150593	NA	false						
SRR502418			SRP007993	H1-hESC -;- embryonic stem cells -;- inner cell mass	Stanford_ChipSeq_H1-hESC_Znf143_(16618-1-AP)_IgG-rab		1	SRX150593	NA	false						
SRR502419			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_Input_IgG-goat		1	SRX150594	input	false						
SRR502420			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_Input_IgG-goat		2	SRX150594	input	false						
SRR502421			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_c-Myc_IgG-rab		1	SRX150595	NA	false						
SRR502422			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_c-Myc_IgG-rab		2	SRX150595	NA	false						
SRR502423			SRP007993	H1-hESC -;- embryonic stem cells -;- inner cell mass	Stanford_ChipSeq_H1-hESC_BRCA1_(A300-000A)_IgG-rab		2	SRX150596	NA	false						
SRR502424			SRP007993	H1-hESC -;- embryonic stem cells -;- inner cell mass	Stanford_ChipSeq_H1-hESC_BRCA1_(A300-000A)_IgG-rab		1	SRX150596	NA	false						
SRR502425			SRP007993	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	Stanford_ChipSeq_GM12878_Max_IgG-mus		1	SRX150597	NA	false						
SRR502426			SRP007993	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	Stanford_ChipSeq_GM12878_Max_IgG-mus		2	SRX150597	NA	false						
SRR502427			SRP007993	IMR90 -;- fetal lung fibroblasts, newly promoted to tier 2: not in 2011 analysis -;- endoderm	Stanford_ChipSeq_IMR90_CEBPB_IgG-rab		2	SRX150598	NA	false						
SRR502428			SRP007993	IMR90 -;- fetal lung fibroblasts, newly promoted to tier 2: not in 2011 analysis -;- endoderm	Stanford_ChipSeq_IMR90_CEBPB_IgG-rab		1	SRX150598	NA	false						
SRR502429			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_MafF_(M8194)_IgG-rab		2	SRX150599	NA	false						
SRR502430			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_MafF_(M8194)_IgG-rab		1	SRX150599	NA	false						
SRR502431			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_IFNa30_c-Jun_std		1	SRX150600	NA	false						
SRR502432			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Stanford_ChipSeq_K562_IFNa30_c-Jun_std		2	SRX150600	NA	false						
SRR502433			SRP007993	GM18505 -;- lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM18505_Pol2_IgG-mus		4	SRX150601	NA	false						
SRR502434			SRP007993	GM18505 -;- lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM18505_Pol2_IgG-mus		2	SRX150601	NA	false						
SRR502435			SRP007993	GM18505 -;- lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM18505_Pol2_IgG-mus		1	SRX150601	NA	false						
SRR502436			SRP007993	GM18505 -;- lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM18505_Pol2_IgG-mus		3	SRX150601	NA	false						
SRR502437			SRP007993	GM18505 -;- lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM18505_Input_IgG-mus		2	SRX150602	input	false						
SRR502438			SRP007993	GM18505 -;- lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM18505_Input_IgG-mus		1	SRX150602	input	false						
SRR502439			SRP007993	GM18526 -;- lymphoblastoid, International HapMap Project, Han Chinese in Beijing, China, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM18526_Pol2_IgG-mus		3	SRX150603	NA	false						
SRR502440			SRP007993	GM18526 -;- lymphoblastoid, International HapMap Project, Han Chinese in Beijing, China, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM18526_Pol2_IgG-mus		1	SRX150603	NA	false						
SRR502441			SRP007993	GM18526 -;- lymphoblastoid, International HapMap Project, Han Chinese in Beijing, China, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM18526_Pol2_IgG-mus		2	SRX150603	NA	false						
SRR502442			SRP007993	GM18526 -;- lymphoblastoid, International HapMap Project, Han Chinese in Beijing, China, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM18526_Input_IgG-mus		2	SRX150604	input	false						
SRR502443			SRP007993	GM18526 -;- lymphoblastoid, International HapMap Project, Han Chinese in Beijing, China, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM18526_Input_IgG-mus		1	SRX150604	input	false						
SRR502444			SRP007993	GM18526 -;- lymphoblastoid, International HapMap Project, Han Chinese in Beijing, China, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM18526_Input_IgG-mus		3	SRX150604	input	false						
SRR502445			SRP007993	GM12891 -;- B-lymphocyte, lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1463, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM12891_TNFa_NFKB_IgG-rab		3	SRX150605	NA	false						
SRR502446			SRP007993	GM12891 -;- B-lymphocyte, lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1463, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM12891_TNFa_NFKB_IgG-rab		1	SRX150605	NA	false						
SRR502447			SRP007993	GM12891 -;- B-lymphocyte, lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1463, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM12891_TNFa_NFKB_IgG-rab		2	SRX150605	NA	false						
SRR502448			SRP007993	GM10847 -;- lymphoblastoid, International HapMap Project, CEPH/Utah, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM10847_TNFa_NFKB_IgG-rab		3	SRX150606	NA	false						
SRR502449			SRP007993	GM10847 -;- lymphoblastoid, International HapMap Project, CEPH/Utah, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM10847_TNFa_NFKB_IgG-rab		5	SRX150606	NA	false						
SRR502450			SRP007993	GM10847 -;- lymphoblastoid, International HapMap Project, CEPH/Utah, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM10847_TNFa_NFKB_IgG-rab		4	SRX150606	NA	false						
SRR502451			SRP007993	GM10847 -;- lymphoblastoid, International HapMap Project, CEPH/Utah, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM10847_TNFa_NFKB_IgG-rab		1	SRX150606	NA	false						
SRR502452			SRP007993	GM10847 -;- lymphoblastoid, International HapMap Project, CEPH/Utah, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM10847_TNFa_NFKB_IgG-rab		2	SRX150606	NA	false						
SRR502453			SRP007993	GM18951 -;- lymphoblastoid, International HapMap Project, Japanese in Tokyo, Japan, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM18951_Input_IgG-mus		1		input	false						
SRR502454			SRP007993	GM15510 -;- lymphoblastoid NIGMS Human Genetic Cell Repository, DNA Polymorphism Discovery Resource Collection, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM15510_TNFa_NFKB_IgG-rab		2	SRX150608	NA	false						
SRR502455			SRP007993	GM15510 -;- lymphoblastoid NIGMS Human Genetic Cell Repository, DNA Polymorphism Discovery Resource Collection, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM15510_TNFa_NFKB_IgG-rab		1	SRX150608	NA	false						
SRR502456			SRP007993	GM15510 -;- lymphoblastoid NIGMS Human Genetic Cell Repository, DNA Polymorphism Discovery Resource Collection, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM15510_TNFa_NFKB_IgG-rab		5	SRX150608	NA	false						
SRR502457			SRP007993	GM15510 -;- lymphoblastoid NIGMS Human Genetic Cell Repository, DNA Polymorphism Discovery Resource Collection, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM15510_TNFa_NFKB_IgG-rab		4	SRX150608	NA	false						
SRR502458			SRP007993	GM15510 -;- lymphoblastoid NIGMS Human Genetic Cell Repository, DNA Polymorphism Discovery Resource Collection, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM15510_TNFa_NFKB_IgG-rab		3	SRX150608	NA	false						
SRR502459			SRP007993	GM18951 -;- lymphoblastoid, International HapMap Project, Japanese in Tokyo, Japan, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM18951_Pol2_IgG-mus		4	SRX150609	NA	false						
SRR502460			SRP007993	GM18951 -;- lymphoblastoid, International HapMap Project, Japanese in Tokyo, Japan, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM18951_Pol2_IgG-mus		2	SRX150609	NA	false						
SRR502461			SRP007993	GM18951 -;- lymphoblastoid, International HapMap Project, Japanese in Tokyo, Japan, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM18951_Pol2_IgG-mus		1	SRX150609	NA	false						
SRR502462			SRP007993	GM18951 -;- lymphoblastoid, International HapMap Project, Japanese in Tokyo, Japan, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM18951_Pol2_IgG-mus		3	SRX150609	NA	false						
SRR502463			SRP007993	GM18951 -;- lymphoblastoid, International HapMap Project, Japanese in Tokyo, Japan, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM18951_TNFa_NFKB_IgG-rab		2	SRX150610	NA	false						
SRR502464			SRP007993	GM18951 -;- lymphoblastoid, International HapMap Project, Japanese in Tokyo, Japan, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM18951_TNFa_NFKB_IgG-rab		3	SRX150610	NA	false						
SRR502465			SRP007993	GM18951 -;- lymphoblastoid, International HapMap Project, Japanese in Tokyo, Japan, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM18951_TNFa_NFKB_IgG-rab		1	SRX150610	NA	false						
SRR502466			SRP007993	GM18951 -;- lymphoblastoid, International HapMap Project, Japanese in Tokyo, Japan, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM18951_TNFa_NFKB_IgG-rab		4	SRX150610	NA	false						
SRR502467			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	USC_ChipSeq_K562_ZNF263_UCDavis		2	SRX150611	NA	false						
SRR502468			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	USC_ChipSeq_K562_ZNF263_UCDavis		1	SRX150611	NA	false						
SRR502469			SRP007993	HEK293 -;- embryonic kidney, cells contain Adenovirus 5 DNA (PMID: 11967234) -;- mesoderm	Yale_ChipSeq_HEK293_Input_std		1		input	false						
SRR502470			SRP007993	HEK293 -;- embryonic kidney, cells contain Adenovirus 5 DNA (PMID: 11967234) -;- mesoderm	Yale_ChipSeq_HEK293_Pol2_std		2	SRX150613	NA	false						
SRR502471			SRP007993	HEK293 -;- embryonic kidney, cells contain Adenovirus 5 DNA (PMID: 11967234) -;- mesoderm	Yale_ChipSeq_HEK293_Pol2_std		3	SRX150613	NA	false						
SRR502472			SRP007993	HEK293 -;- embryonic kidney, cells contain Adenovirus 5 DNA (PMID: 11967234) -;- mesoderm	Yale_ChipSeq_HEK293_Pol2_std		1	SRX150613	NA	false						
SRR502473			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Yale_ChipSeq_HeLa-S3_Input_IgG-mus		2	SRX150614	input	false						
SRR502474			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Yale_ChipSeq_HeLa-S3_Input_IgG-mus		1	SRX150614	input	false						
SRR502475			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Yale_ChipSeq_HeLa-S3_Input_Large_Fragment		1	SRX150615	input	false						
SRR502476			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Yale_ChipSeq_HeLa-S3_Input_Large_Fragment		2	SRX150615	input	false						
SRR502477			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Yale_ChipSeq_HeLa-S3_Input_MNase		2	SRX150616	input	false						
SRR502478			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Yale_ChipSeq_HeLa-S3_Input_MNase		1	SRX150616	input	false						
SRR502479			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Yale_ChipSeq_HeLa-S3_Input_Naked_DNA		2	SRX150617	input	false						
SRR502480			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Yale_ChipSeq_HeLa-S3_Input_Naked_DNA		1	SRX150617	input	false						
SRR502481			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Yale_ChipSeq_HeLa-S3_Input_Naked_DNA		3	SRX150617	input	false						
SRR502482			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Yale_ChipSeq_K562_Max_std		1	SRX150618	NA	false						
SRR502483			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Yale_ChipSeq_K562_Max_std		2	SRX150618	NA	false						
SRR502484			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	USC_ChipSeq_K562_GATA-1_UCDavis		2	SRX150619	NA	false						
SRR502485			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	USC_ChipSeq_K562_GATA-1_UCDavis		1	SRX150619	NA	false						
SRR502486			SRP007993	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	Yale_ChipSeq_GM12878_JunD_std		1	SRX150620	NA	false						
SRR502487			SRP007993	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	Yale_ChipSeq_GM12878_JunD_std		2	SRX150620	NA	false						
SRR502488			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_SMC3_(ab9263)_IgG-rab		2	SRX150621	NA	false						
SRR502489			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_SMC3_(ab9263)_IgG-rab		1	SRX150621	NA	false						
SRR502490			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_Pol2(phosphoS2)_IgG-rab		1	SRX150622	NA	false						
SRR502491			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_Pol2(phosphoS2)_IgG-rab		2	SRX150622	NA	false						
SRR502492			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Harvard_ChipSeq_K562_HMGN3_std		2	SRX150623	NA	false						
SRR502493			SRP007993	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	Harvard_ChipSeq_K562_HMGN3_std		1	SRX150623	NA	false						
SRR502494			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_p300_(SC-584)_IgG-rab		2	SRX150624	NA	false						
SRR502495			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_p300_(SC-584)_IgG-rab		1	SRX150624	NA	false						
