run_accession	experiment_accession	sample_accession	study_accession	sample	series_id	library_strategy	platform	library_layout	pairedEnd	taxon_id	sample_name	experiment_title	experiment_name	sample_attribute	characteristics_ch1	sa_tissue	ch1_tissue	sa_antibody	ch1_antibody	sa_gene	ch1_gene	sa_treatment	ch1_treatment
SRR502227	SRX150500	SRS335892	SRP007993	GSM935421	GSE31477	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	GSM935421: USC_ChipSeq_NT2-D1_Input_UCDavis	USC_ChipSeq_NT2-D1_Input_UCDavis	GSM935421: USC_ChipSeq_NT2-D1_Input_UCDavis	source_name: NT2-D1 || biomaterial_provider: ATCC || lab: USC || lab description: Farnham - University of Southern California || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: NT2-D1 || cell organism: human || cell description: malignant pluripotent embryonal carcinoma (NTera-2), "The NTERA-2 cl.D1 cell line is a pluripotent human testicular embryonal carcinoma cell line derived by cloning the NTERA-2 cell line." - ATCC. (PMID: 6694356) || cell karyotype: cancer || cell lineage: inner cell mass || cell sex: M || treatment: None || treatment description: No special treatment or protocol applies || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: UCDavis || control description: Input library was prepared at UC Davis. || control: UCDavis || control description: Input library was prepared at UC Davis. || controlid: wgEncodeEH000654	lab: USC || lab description: Farnham - University of Southern California || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: NT2-D1 || cell organism: human || cell description: malignant pluripotent embryonal carcinoma (NTera-2), "The NTERA-2 cl.D1 cell line is a pluripotent human testicular embryonal carcinoma cell line derived by cloning the NTERA-2 cell line." - ATCC. (PMID: 6694356) || cell karyotype: cancer || cell lineage: inner cell mass || cell sex: M || treatment: None || treatment description: No special treatment or protocol applies || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: UCDavis || control description: Input library was prepared at UC Davis. || control: UCDavis || control description: Input library was prepared at UC Davis. || controlid: wgEncodeEH000654	NT2-D1 -;- malignant pluripotent embryonal carcinoma (NTera-2), "The NTERA-2 cl.D1 cell line is a pluripotent human testicular embryonal carcinoma cell line derived by cloning the NTERA-2 cell line." - ATCC. (PMID: 6694356) -;- inner cell mass	NA	Input	Input	NA	NA	None -;- No special treatment or protocol applies	None
SRR502228	SRX150501	SRS335893	SRP007993	GSM935422	GSE31477	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	GSM935422: Yale_ChipSeq_K562_IFNa30_Input_std	Yale_ChipSeq_K562_IFNa30_Input_std	GSM935422: Yale_ChipSeq_K562_IFNa30_Input_std	source_name: K562 || biomaterial_provider: ATCC || lab: Yale || lab description: Snyder - Yale University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: K562 || cell organism: human || cell description: leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC || cell karyotype: cancer || cell lineage: mesoderm || cell sex: F || treatment: IFNa30 || treatment description: 30 m of Interferon alpha (Snyder) || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: std || control description: Standard input signal for most experiments. || control: std || control description: Standard input signal for most experiments. || controlid: wgEncodeEH000655	lab: Yale || lab description: Snyder - Yale University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: K562 || cell organism: human || cell description: leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC || cell karyotype: cancer || cell lineage: mesoderm || cell sex: F || treatment: IFNa30 || treatment description: 30 m of Interferon alpha (Snyder) || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: std || control description: Standard input signal for most experiments. || control: std || control description: Standard input signal for most experiments. || controlid: wgEncodeEH000655	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	NA	Input	Input	NA	NA	IFNa30 -;- 30 m of Interferon alpha (Snyder)	IFNa30
SRR502237	SRX150506	SRS335898	SRP007993	GSM935427	GSE31477	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	GSM935427: Yale_ChipSeq_K562_IFNg6h_Input_std	Yale_ChipSeq_K562_IFNg6h_Input_std	GSM935427: Yale_ChipSeq_K562_IFNg6h_Input_std	source_name: K562 || biomaterial_provider: ATCC || lab: Yale || lab description: Snyder - Yale University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: K562 || cell organism: human || cell description: leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC || cell karyotype: cancer || cell lineage: mesoderm || cell sex: F || treatment: IFNg6h || treatment description: Interferon gamma treatment - 6 hours (Snyder) || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: std || control description: Standard input signal for most experiments. || control: std || control description: Standard input signal for most experiments. || controlid: wgEncodeEH000658	lab: Yale || lab description: Snyder - Yale University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: K562 || cell organism: human || cell description: leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC || cell karyotype: cancer || cell lineage: mesoderm || cell sex: F || treatment: IFNg6h || treatment description: Interferon gamma treatment - 6 hours (Snyder) || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: std || control description: Standard input signal for most experiments. || control: std || control description: Standard input signal for most experiments. || controlid: wgEncodeEH000658	K562 -;- leukemia, "The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises." - ATCC -;- mesoderm	NA	Input	Input	NA	NA	IFNg6h -;- Interferon gamma treatment - 6 hours (Snyder)	IFNg6h
SRR502271	SRX150522	SRS335914	SRP007993	GSM935443	GSE31477	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	GSM935443: Stanford_ChipSeq_HepG2_insulin_Input_std	Stanford_ChipSeq_HepG2_insulin_Input_std	GSM935443: Stanford_ChipSeq_HepG2_insulin_Input_std	source_name: HepG2 || biomaterial_provider: ATCC || lab: Stanford || lab description: Snyder - Stanford University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: HepG2 || cell organism: human || cell description: hepatocellular carcinoma || cell karyotype: cancer || cell lineage: endoderm || cell sex: M || treatment: insulin || treatment description: DMEM with 0.5% BSA supplemented with 100 nM insulin and 10 uM 22-hydroxycholesterol for 6 h. (Snyder) || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: std || control description: Standard input signal for most experiments. || control: std || control description: Standard input signal for most experiments. || controlid: wgEncodeEH000756 || labversion: Illumina 2.0, low confidence sequences excluded || replicate: 1	lab: Stanford || lab description: Snyder - Stanford University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: HepG2 || cell organism: human || cell description: hepatocellular carcinoma || cell karyotype: cancer || cell lineage: endoderm || cell sex: M || treatment: insulin || treatment description: DMEM with 0.5% BSA supplemented with 100 nM insulin and 10 uM 22-hydroxycholesterol for 6 h. (Snyder) || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: std || control description: Standard input signal for most experiments. || control: std || control description: Standard input signal for most experiments. || controlid: wgEncodeEH000756 || labversion: Illumina 2.0, low confidence sequences excluded || replicate: 1	HepG2 -;- hepatocellular carcinoma -;- endoderm	NA	Input	Input	NA	NA	insulin -;- DMEM with 0.5% BSA supplemented with 100 nM insulin and 10 uM 22-hydroxycholesterol for 6 h. (Snyder)	insulin
SRR502272	SRX150522	SRS335914	SRP007993	GSM935443	GSE31477	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	GSM935443: Stanford_ChipSeq_HepG2_insulin_Input_std	Stanford_ChipSeq_HepG2_insulin_Input_std	GSM935443: Stanford_ChipSeq_HepG2_insulin_Input_std	source_name: HepG2 || biomaterial_provider: ATCC || lab: Stanford || lab description: Snyder - Stanford University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: HepG2 || cell organism: human || cell description: hepatocellular carcinoma || cell karyotype: cancer || cell lineage: endoderm || cell sex: M || treatment: insulin || treatment description: DMEM with 0.5% BSA supplemented with 100 nM insulin and 10 uM 22-hydroxycholesterol for 6 h. (Snyder) || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: std || control description: Standard input signal for most experiments. || control: std || control description: Standard input signal for most experiments. || controlid: wgEncodeEH000756 || labversion: Illumina 2.0, low confidence sequences excluded || replicate: 1	lab: Stanford || lab description: Snyder - Stanford University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: HepG2 || cell organism: human || cell description: hepatocellular carcinoma || cell karyotype: cancer || cell lineage: endoderm || cell sex: M || treatment: insulin || treatment description: DMEM with 0.5% BSA supplemented with 100 nM insulin and 10 uM 22-hydroxycholesterol for 6 h. (Snyder) || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: std || control description: Standard input signal for most experiments. || control: std || control description: Standard input signal for most experiments. || controlid: wgEncodeEH000756 || labversion: Illumina 2.0, low confidence sequences excluded || replicate: 1	HepG2 -;- hepatocellular carcinoma -;- endoderm	NA	Input	Input	NA	NA	insulin -;- DMEM with 0.5% BSA supplemented with 100 nM insulin and 10 uM 22-hydroxycholesterol for 6 h. (Snyder)	insulin
SRR502273	SRX150523	SRS335915	SRP007993	GSM935444	GSE31477	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	GSM935444: Stanford_ChipSeq_HepG2_forskolin_Input_std	Stanford_ChipSeq_HepG2_forskolin_Input_std	GSM935444: Stanford_ChipSeq_HepG2_forskolin_Input_std	source_name: HepG2 || biomaterial_provider: ATCC || lab: Stanford || lab description: Snyder - Stanford University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: HepG2 || cell organism: human || cell description: hepatocellular carcinoma || cell karyotype: cancer || cell lineage: endoderm || cell sex: M || treatment: forskolin || treatment description: low-glucose DMEM with 0.5% BSA supplemented with 1uM forskolin and 1mM pyruvate for 6h. (Snyder) || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: std || control description: Standard input signal for most experiments. || control: std || control description: Standard input signal for most experiments. || controlid: wgEncodeEH000755 || labversion: Illumina 2.0, low confidence sequences excluded || replicate: 1	lab: Stanford || lab description: Snyder - Stanford University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: HepG2 || cell organism: human || cell description: hepatocellular carcinoma || cell karyotype: cancer || cell lineage: endoderm || cell sex: M || treatment: forskolin || treatment description: low-glucose DMEM with 0.5% BSA supplemented with 1uM forskolin and 1mM pyruvate for 6h. (Snyder) || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: std || control description: Standard input signal for most experiments. || control: std || control description: Standard input signal for most experiments. || controlid: wgEncodeEH000755 || labversion: Illumina 2.0, low confidence sequences excluded || replicate: 1	HepG2 -;- hepatocellular carcinoma -;- endoderm	NA	Input	Input	NA	NA	forskolin -;- low-glucose DMEM with 0.5% BSA supplemented with 1uM forskolin and 1mM pyruvate for 6h. (Snyder)	forskolin
SRR502274	SRX150523	SRS335915	SRP007993	GSM935444	GSE31477	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	GSM935444: Stanford_ChipSeq_HepG2_forskolin_Input_std	Stanford_ChipSeq_HepG2_forskolin_Input_std	GSM935444: Stanford_ChipSeq_HepG2_forskolin_Input_std	source_name: HepG2 || biomaterial_provider: ATCC || lab: Stanford || lab description: Snyder - Stanford University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: HepG2 || cell organism: human || cell description: hepatocellular carcinoma || cell karyotype: cancer || cell lineage: endoderm || cell sex: M || treatment: forskolin || treatment description: low-glucose DMEM with 0.5% BSA supplemented with 1uM forskolin and 1mM pyruvate for 6h. (Snyder) || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: std || control description: Standard input signal for most experiments. || control: std || control description: Standard input signal for most experiments. || controlid: wgEncodeEH000755 || labversion: Illumina 2.0, low confidence sequences excluded || replicate: 1	lab: Stanford || lab description: Snyder - Stanford University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: HepG2 || cell organism: human || cell description: hepatocellular carcinoma || cell karyotype: cancer || cell lineage: endoderm || cell sex: M || treatment: forskolin || treatment description: low-glucose DMEM with 0.5% BSA supplemented with 1uM forskolin and 1mM pyruvate for 6h. (Snyder) || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: std || control description: Standard input signal for most experiments. || control: std || control description: Standard input signal for most experiments. || controlid: wgEncodeEH000755 || labversion: Illumina 2.0, low confidence sequences excluded || replicate: 1	HepG2 -;- hepatocellular carcinoma -;- endoderm	NA	Input	Input	NA	NA	forskolin -;- low-glucose DMEM with 0.5% BSA supplemented with 1uM forskolin and 1mM pyruvate for 6h. (Snyder)	forskolin
SRR502278	SRX150525	SRS335917	SRP007993	GSM935446	GSE31477	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	GSM935446: Stanford_ChipSeq_GM18505_TNFa_Input_IgG-rab	Stanford_ChipSeq_GM18505_TNFa_Input_IgG-rab	GSM935446: Stanford_ChipSeq_GM18505_TNFa_Input_IgG-rab	source_name: GM18505 || biomaterial_provider: Coriell || lab: Stanford || lab description: Snyder - Stanford University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: GM18505 || cell organism: human || cell description: lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed || cell karyotype: normal || cell lineage: mesoderm || cell sex: F || treatment: TNFa || treatment description: human recombinant TNF-alpha from eBioscience [product# 14-8329-62] (Snyder) || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: IgG-rab || control description: Input signal from Normal Rabbit IgG ChIP-seq. || control: IgG-rab || control description: Input signal from Normal Rabbit IgG ChIP-seq. || controlid: wgEncodeEH000775 || labversion: remapped from hg18, Illumina 2.0, low confidence sequences excluded || replicate: 1	lab: Stanford || lab description: Snyder - Stanford University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: GM18505 || cell organism: human || cell description: lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed || cell karyotype: normal || cell lineage: mesoderm || cell sex: F || treatment: TNFa || treatment description: human recombinant TNF-alpha from eBioscience [product# 14-8329-62] (Snyder) || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: IgG-rab || control description: Input signal from Normal Rabbit IgG ChIP-seq. || control: IgG-rab || control description: Input signal from Normal Rabbit IgG ChIP-seq. || controlid: wgEncodeEH000775 || labversion: remapped from hg18, Illumina 2.0, low confidence sequences excluded || replicate: 1	GM18505 -;- lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed -;- mesoderm	NA	Input	Input	NA	NA	Epstein-Barr Virus transformed -;- TNFa -;- human recombinant TNF-alpha from eBioscience [product# 14-8329-62] (Snyder)	Epstein-Barr Virus transformed -;- TNFa
SRR502279	SRX150525	SRS335917	SRP007993	GSM935446	GSE31477	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	GSM935446: Stanford_ChipSeq_GM18505_TNFa_Input_IgG-rab	Stanford_ChipSeq_GM18505_TNFa_Input_IgG-rab	GSM935446: Stanford_ChipSeq_GM18505_TNFa_Input_IgG-rab	source_name: GM18505 || biomaterial_provider: Coriell || lab: Stanford || lab description: Snyder - Stanford University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: GM18505 || cell organism: human || cell description: lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed || cell karyotype: normal || cell lineage: mesoderm || cell sex: F || treatment: TNFa || treatment description: human recombinant TNF-alpha from eBioscience [product# 14-8329-62] (Snyder) || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: IgG-rab || control description: Input signal from Normal Rabbit IgG ChIP-seq. || control: IgG-rab || control description: Input signal from Normal Rabbit IgG ChIP-seq. || controlid: wgEncodeEH000775 || labversion: remapped from hg18, Illumina 2.0, low confidence sequences excluded || replicate: 1	lab: Stanford || lab description: Snyder - Stanford University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: GM18505 || cell organism: human || cell description: lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed || cell karyotype: normal || cell lineage: mesoderm || cell sex: F || treatment: TNFa || treatment description: human recombinant TNF-alpha from eBioscience [product# 14-8329-62] (Snyder) || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: IgG-rab || control description: Input signal from Normal Rabbit IgG ChIP-seq. || control: IgG-rab || control description: Input signal from Normal Rabbit IgG ChIP-seq. || controlid: wgEncodeEH000775 || labversion: remapped from hg18, Illumina 2.0, low confidence sequences excluded || replicate: 1	GM18505 -;- lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed -;- mesoderm	NA	Input	Input	NA	NA	Epstein-Barr Virus transformed -;- TNFa -;- human recombinant TNF-alpha from eBioscience [product# 14-8329-62] (Snyder)	Epstein-Barr Virus transformed -;- TNFa
SRR502280	SRX150526	SRS335918	SRP007993	GSM935447	GSE31477	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	GSM935447: Stanford_ChipSeq_GM15510_TNFa_Input_IgG-rab	Stanford_ChipSeq_GM15510_TNFa_Input_IgG-rab	GSM935447: Stanford_ChipSeq_GM15510_TNFa_Input_IgG-rab	source_name: GM15510 || biomaterial_provider: Coriell || lab: Stanford || lab description: Snyder - Stanford University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: GM15510 || cell organism: human || cell description: lymphoblastoid NIGMS Human Genetic Cell Repository, DNA Polymorphism Discovery Resource Collection, treatment: Epstein-Barr Virus transformed || cell karyotype: normal || cell lineage: mesoderm || cell sex: U || treatment: TNFa || treatment description: human recombinant TNF-alpha from eBioscience [product# 14-8329-62] (Snyder) || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: IgG-rab || control description: Input signal from Normal Rabbit IgG ChIP-seq. || control: IgG-rab || control description: Input signal from Normal Rabbit IgG ChIP-seq. || controlid: wgEncodeEH000774 || labversion: remapped from hg18, Illumina 2.0, low confidence sequences excluded || replicate: 1	lab: Stanford || lab description: Snyder - Stanford University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: GM15510 || cell organism: human || cell description: lymphoblastoid NIGMS Human Genetic Cell Repository, DNA Polymorphism Discovery Resource Collection, treatment: Epstein-Barr Virus transformed || cell karyotype: normal || cell lineage: mesoderm || cell sex: U || treatment: TNFa || treatment description: human recombinant TNF-alpha from eBioscience [product# 14-8329-62] (Snyder) || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: IgG-rab || control description: Input signal from Normal Rabbit IgG ChIP-seq. || control: IgG-rab || control description: Input signal from Normal Rabbit IgG ChIP-seq. || controlid: wgEncodeEH000774 || labversion: remapped from hg18, Illumina 2.0, low confidence sequences excluded || replicate: 1	GM15510 -;- lymphoblastoid NIGMS Human Genetic Cell Repository, DNA Polymorphism Discovery Resource Collection, treatment: Epstein-Barr Virus transformed -;- mesoderm	NA	Input	Input	NA	NA	Epstein-Barr Virus transformed -;- TNFa -;- human recombinant TNF-alpha from eBioscience [product# 14-8329-62] (Snyder)	Epstein-Barr Virus transformed -;- TNFa
SRR502281	SRX150526	SRS335918	SRP007993	GSM935447	GSE31477	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	GSM935447: Stanford_ChipSeq_GM15510_TNFa_Input_IgG-rab	Stanford_ChipSeq_GM15510_TNFa_Input_IgG-rab	GSM935447: Stanford_ChipSeq_GM15510_TNFa_Input_IgG-rab	source_name: GM15510 || biomaterial_provider: Coriell || lab: Stanford || lab description: Snyder - Stanford University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: GM15510 || cell organism: human || cell description: lymphoblastoid NIGMS Human Genetic Cell Repository, DNA Polymorphism Discovery Resource Collection, treatment: Epstein-Barr Virus transformed || cell karyotype: normal || cell lineage: mesoderm || cell sex: U || treatment: TNFa || treatment description: human recombinant TNF-alpha from eBioscience [product# 14-8329-62] (Snyder) || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: IgG-rab || control description: Input signal from Normal Rabbit IgG ChIP-seq. || control: IgG-rab || control description: Input signal from Normal Rabbit IgG ChIP-seq. || controlid: wgEncodeEH000774 || labversion: remapped from hg18, Illumina 2.0, low confidence sequences excluded || replicate: 1	lab: Stanford || lab description: Snyder - Stanford University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: GM15510 || cell organism: human || cell description: lymphoblastoid NIGMS Human Genetic Cell Repository, DNA Polymorphism Discovery Resource Collection, treatment: Epstein-Barr Virus transformed || cell karyotype: normal || cell lineage: mesoderm || cell sex: U || treatment: TNFa || treatment description: human recombinant TNF-alpha from eBioscience [product# 14-8329-62] (Snyder) || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: IgG-rab || control description: Input signal from Normal Rabbit IgG ChIP-seq. || control: IgG-rab || control description: Input signal from Normal Rabbit IgG ChIP-seq. || controlid: wgEncodeEH000774 || labversion: remapped from hg18, Illumina 2.0, low confidence sequences excluded || replicate: 1	GM15510 -;- lymphoblastoid NIGMS Human Genetic Cell Repository, DNA Polymorphism Discovery Resource Collection, treatment: Epstein-Barr Virus transformed -;- mesoderm	NA	Input	Input	NA	NA	Epstein-Barr Virus transformed -;- TNFa -;- human recombinant TNF-alpha from eBioscience [product# 14-8329-62] (Snyder)	Epstein-Barr Virus transformed -;- TNFa
SRR502282	SRX150527	SRS335919	SRP007993	GSM935448	GSE31477	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	GSM935448: Stanford_ChipSeq_GM18951_TNFa_Input_IgG-rab	Stanford_ChipSeq_GM18951_TNFa_Input_IgG-rab	GSM935448: Stanford_ChipSeq_GM18951_TNFa_Input_IgG-rab	source_name: GM18951 || biomaterial_provider: Coriell || lab: Stanford || lab description: Snyder - Stanford University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: GM18951 || cell organism: human || cell description: lymphoblastoid, International HapMap Project, Japanese in Tokyo, Japan, treatment: Epstein-Barr Virus transformed || cell karyotype: normal || cell lineage: mesoderm || cell sex: F || treatment: TNFa || treatment description: human recombinant TNF-alpha from eBioscience [product# 14-8329-62] (Snyder) || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: IgG-rab || control description: Input signal from Normal Rabbit IgG ChIP-seq. || control: IgG-rab || control description: Input signal from Normal Rabbit IgG ChIP-seq. || controlid: wgEncodeEH000777 || labversion: remapped from hg18, Illumina 2.0, low confidence sequences excluded || replicate: 1	lab: Stanford || lab description: Snyder - Stanford University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: GM18951 || cell organism: human || cell description: lymphoblastoid, International HapMap Project, Japanese in Tokyo, Japan, treatment: Epstein-Barr Virus transformed || cell karyotype: normal || cell lineage: mesoderm || cell sex: F || treatment: TNFa || treatment description: human recombinant TNF-alpha from eBioscience [product# 14-8329-62] (Snyder) || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: IgG-rab || control description: Input signal from Normal Rabbit IgG ChIP-seq. || control: IgG-rab || control description: Input signal from Normal Rabbit IgG ChIP-seq. || controlid: wgEncodeEH000777 || labversion: remapped from hg18, Illumina 2.0, low confidence sequences excluded || replicate: 1	GM18951 -;- lymphoblastoid, International HapMap Project, Japanese in Tokyo, Japan, treatment: Epstein-Barr Virus transformed -;- mesoderm	NA	Input	Input	NA	NA	Epstein-Barr Virus transformed -;- TNFa -;- human recombinant TNF-alpha from eBioscience [product# 14-8329-62] (Snyder)	Epstein-Barr Virus transformed -;- TNFa
SRR502283	SRX150527	SRS335919	SRP007993	GSM935448	GSE31477	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	GSM935448: Stanford_ChipSeq_GM18951_TNFa_Input_IgG-rab	Stanford_ChipSeq_GM18951_TNFa_Input_IgG-rab	GSM935448: Stanford_ChipSeq_GM18951_TNFa_Input_IgG-rab	source_name: GM18951 || biomaterial_provider: Coriell || lab: Stanford || lab description: Snyder - Stanford University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: GM18951 || cell organism: human || cell description: lymphoblastoid, International HapMap Project, Japanese in Tokyo, Japan, treatment: Epstein-Barr Virus transformed || cell karyotype: normal || cell lineage: mesoderm || cell sex: F || treatment: TNFa || treatment description: human recombinant TNF-alpha from eBioscience [product# 14-8329-62] (Snyder) || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: IgG-rab || control description: Input signal from Normal Rabbit IgG ChIP-seq. || control: IgG-rab || control description: Input signal from Normal Rabbit IgG ChIP-seq. || controlid: wgEncodeEH000777 || labversion: remapped from hg18, Illumina 2.0, low confidence sequences excluded || replicate: 1	lab: Stanford || lab description: Snyder - Stanford University || datatype: ChipSeq || datatype description: Chromatin IP Sequencing || cell: GM18951 || cell organism: human || cell description: lymphoblastoid, International HapMap Project, Japanese in Tokyo, Japan, treatment: Epstein-Barr Virus transformed || cell karyotype: normal || cell lineage: mesoderm || cell sex: F || treatment: TNFa || treatment description: human recombinant TNF-alpha from eBioscience [product# 14-8329-62] (Snyder) || antibody: Input || antibody description: Control signal which may be subtracted from experimental raw signal before peaks are called. || control: IgG-rab || control description: Input signal from Normal Rabbit IgG ChIP-seq. || control: IgG-rab || control description: Input signal from Normal Rabbit IgG ChIP-seq. || controlid: wgEncodeEH000777 || labversion: remapped from hg18, Illumina 2.0, low confidence sequences excluded || replicate: 1	GM18951 -;- lymphoblastoid, International HapMap Project, Japanese in Tokyo, Japan, treatment: Epstein-Barr Virus transformed -;- mesoderm	NA	Input	Input	NA	NA	Epstein-Barr Virus transformed -;- TNFa -;- human recombinant TNF-alpha from eBioscience [product# 14-8329-62] (Snyder)	Epstein-Barr Virus transformed -;- TNFa
